0.0215688,0.126419,0.00171842,0.00134371,-0.0600296,0.00913629,-0.053576,0.0168819,0.0276861,-0.0153394,0.0110742,-0.0185112,0.0529629,-0.190556,-0.171736,-0.0256697,-0.0136716,0.104686,-0.0491902,-0.0566056,-0.128131,0.0688149,0.118909,-0.0940035,-0.0989826,-0.036946,-0.00881847,-0.0787843,0.0211957,0.0198588,-0.0360827,0.0483748,-0.0261094,-0.105267,0.0622994,-0.0706603,-0.0455363,0.0672029,-0.145878,-0.128774,-0.0600193,-0.159856,0.222535,-0.135668,-0.00431844,0.0216624,-0.186158,-0.0554106,0.0296987,-0.113774,0.0860477,-0.0535473,-0.0217598,0.0344151,-0.120407,0.0533768,-0.0745713,-0.0531466,-0.167346,-0.0109146,0.0141546,0.151572,0.00728211,-0.0378642,-0.00927817,0.0230389,-0.11953,0.0835702,-0.184358,0.0916471,0.0629679,-0.057356,0.0972276,0.0172991,-0.0422743,-0.0237655,-0.0185846,-0.106573,-0.0125645,0,
0.144897,-0.0153963,0.0793612,-0.00161792,0.0155736,0.160818,-0.0388029,0.1312,-0.0057009,0.00931946,-0.0335907,0.0831755,0.278568,-0.170734,-0.0998782,0.089556,-0.0272005,-0.0737842,0.0105021,-0.147844,-0.111211,0.28308,-0.0798355,-0.180763,-0.0634789,0.00767864,-0.157393,0.0068872,-0.346196,0.185824,0.0324313,-0.0692559,-0.130235,-0.127367,-0.0387121,0.0456551,-0.0473228,-0.102893,0.060258,0.0146529,0.0925237,0.151804,0.00232374,0.00752072,0.0197078,0.0873785,0.0520202,-0.17418,-0.0102558,0.0574771,-0.184193,-0.0411882,-0.225065,0.0231814,0.0752916,0.0201317,-0.0064756,-0.0203153,0.172502,-0.122376,0.0628859,0.0845328,0.290772,0.142464,0.0795883,0.108128,0.0803249,0.0935145,-0.0462779,0.17159,-0.0648608,0.0207494,-0.0416918,-0.0705974,0.0568122,0.0546405,0.154648,-0.120898,0.141385,0,
-0.0599897,-0.188874,-0.00802214,-0.0686333,-0.0930681,0.168423,-0.118071,-0.1091,0.0171402,-0.0622255,-0.0181398,-0.060408,-0.0241432,0.139997,0.0176786,-0.0723048,0.0330345,-0.0584283,0.114868,0.127136,-0.0493608,-0.130716,-0.0672183,0.0827166,0.197328,0.150486,0.0314995,-0.0765853,0.0171904,0.103539,-0.0267179,0.0583919,-0.00379588,-0.0354964,-0.0479878,0.0538813,0.181755,-0.0816347,-0.0694632,-0.146841,0.278577,0.0308925,0.14172,-0.0762973,0.137873,0.0624864,0.0397407,0.0123271,0.121724,0.0133691,0.228465,0.0665167,-0.0238559,0.00357455,0.0983051,0.00280564,0.0813684,0.0241349,0.22605,-0.0134058,0.128803,0.144377,-0.0470268,0.0946685,0.191003,-0.010518,0.17559,-0.163326,0.0284491,0.318367,0.0474771,0.0573228,0.0752291,-0.0432296,0.0710841,0.130494,0.0629787,-0.0863195,0.083531,0,
-0.0600807,-0.124187,0.00694752,0.0658021,0.246156,-0.143671,-0.0884921,-0.0733649,-0.109441,-0.180382,-0.151478,-0.0833347,-0.0399647,0.10881,0.0142255,0.0390214,0.0174469,0.0208522,0.114305,-0.0388358,0.0556081,-0.1078,-0.13149,-0.036409,0.0905902,0.0555633,-0.0670399,0.109612,0.0356559,-0.0804681,0.0180876,-0.0340954,0.0398494,-0.0688035,-0.109014,0.0128875,0.0707568,-0.106944,0.104836,0.183629,-0.132059,0.12322,-0.0721888,0.0903184,-0.18431,0.0382411,0.318216,0.106091,-0.122831,-0.154318,0.0730841,0.0865486,-0.188618,0.0252831,0.0585258,-0.00423943,0.0274536,-0.219847,-0.175879,0.0673001,-0.0160296,-0.105365,-0.0254668,-0.0740361,-0.178943,0.0345585,0.175532,0.0885487,-0.0635939,-0.0652931,0.0934917,0.154275,0.189581,-0.101203,0.0899152,-0.0860747,-0.0678569,-0.103286,0.115801,0,
0.0528589,0.022292,0.0774571,0.174139,-0.0285836,-0.049566,0.0601597,-0.0961307,0.0637675,-0.0386206,-0.224803,-0.00990841,0.0372157,-0.215321,-0.0735436,-0.106771,-0.176356,0.1091,0.0510624,0.103445,-0.041039,-0.103315,0.129279,-0.0294816,-0.00825644,0.172094,-0.226478,-0.0551113,-0.154865,-0.0286692,-0.21086,0.0598311,0.104632,-0.0875303,0.00849031,-0.0755684,0.178222,-0.0540485,-0.114618,-0.15299,-0.0877911,-0.0907508,-0.0862095,-0.17466,0.0995502,0.0013998,-0.0312143,-0.0493691,-0.207517,-0.0826034,0.145397,-0.247535,0.243241,-0.148057,0.0777429,-0.0393927,0.00472813,0.00467187,0.0470382,0.0848997,-0.0492822,0.163331,0.103362,0.039349,-0.0774196,0.0569987,-0.0486528,-0.0234751,-0.0676249,0.0558496,-0.0938484,-0.00704121,-0.00525547,0.0235564,-0.0938524,-0.0704571,-0.0671412,0.210496,-0.0946002,0,
0.108461,-0.0549593,0.00155401,0.0639587,-0.29552,0.0525263,0.00686809,-0.115509,0.066348,0.138365,-0.0985216,-0.0324975,-0.0451723,-0.220764,-0.0476731,-0.0320311,0.119895,-0.139765,0.0147517,-0.0978102,-0.00749104,0.0281712,-0.209318,-0.0563511,0.144624,0.0291583,0.0345651,0.0815489,-0.128606,0.106566,-0.0811397,-0.0478361,0.119489,0.0722102,0.044636,0.0123531,0.0978592,0.0568953,0.0596266,0.169591,0.0214619,-0.160102,-0.211198,0.0503327,0.010254,0.131202,-0.0726364,0.107273,-0.0919432,0.00906119,0.00795836,-0.0588557,0.0125876,-0.0885864,-0.0136419,-0.0184615,0.0512995,0.126435,-0.0200456,-0.0174182,-0.0319009,-0.0898183,0.00791771,0.0440863,0.0953142,0.0800166,-0.00993872,0.0497107,0.0740014,-0.0328639,-0.196406,-0.138704,-0.0022688,0.0414896,-0.135884,-0.0154731,0.0868926,-0.170465,-0.242107,0,
-0.0456522,0.0418137,-0.0130362,-0.0922733,-0.0326628,0.0643801,-0.135224,0.117637,0.0312301,-0.185368,-0.229488,0.0180323,0.107685,-0.127944,-0.023745,0.0410823,-0.0919327,0.0148673,0.135079,0.132092,-0.0821583,-0.123707,-0.11423,0.0523239,0.169041,0.153726,-0.131437,0.0186456,-0.294596,0.0422826,-0.157359,0.0162391,0.24476,0.117841,0.110003,0.0295729,0.0641809,0.0407762,0.144771,0.118729,-0.0360368,-0.111776,0.205681,0.0401121,0.160279,0.0469685,0.0535028,0.134936,-0.0884781,0.0627354,-0.0443172,-0.121036,-0.143207,-0.180504,-0.064407,-0.121912,-0.105231,0.000242088,-0.0257069,-0.110087,0.125788,0.14599,-0.0115525,0.0285567,-0.155299,0.13883,-0.0649285,-0.030897,0.0651319,-0.0198146,0.0635691,0.11641,-0.0764289,0.0571726,0.055631,0.117901,-0.13103,0.0244359,-0.237701,0,
-0.0391692,0.10243,0.0513637,-0.161771,0.108218,-0.155854,0.0101549,-0.265541,-0.165781,0.0113942,-0.0721223,-0.0921499,0.0701162,-0.0474946,-0.190757,0.134491,0.0579642,-0.00640073,-0.0189871,-0.0351034,-0.175813,0.0935384,0.0569289,-0.00249208,0.146409,0.135959,0.0587009,0.0289457,-0.0771294,-0.0859576,-0.128798,-0.0285912,0.0287461,0.0202861,0.0399416,-0.142296,-0.0275349,-0.18515,0.0221744,0.0597353,0.0711639,0.17007,-0.0818534,0.0199314,-0.055366,0.0989215,0.0119294,0.122426,-0.0372596,0.171451,0.0189875,-0.0253,-0.155907,-0.0478069,0.0744939,0.0617346,0.0452412,-0.0180159,-0.0418452,0.0720011,0.10638,0.0275914,0.0656102,0.0454431,0.0651995,0.00923743,-0.0404205,-0.0426982,0.142948,-0.00705153,-0.0124583,-0.0530051,-0.232403,-0.0401534,0.0551041,0.126168,0.0202778,-0.0568033,0.154195,0,
-0.0392754,0.0624433,-0.0101348,0.151799,-0.172087,-0.0636532,-0.203925,0.00848698,0.130117,0.0480729,-0.00558723,0.0839481,-0.125939,-0.0106198,-0.0415208,0.0445891,0.135283,-0.0539225,-0.00199956,-0.108245,0.0274224,-0.104226,0.0626896,0.00607879,0.119383,-0.0800921,-0.0441134,0.0554926,-0.0620255,-0.123177,-0.0223482,0.0847021,-0.149423,0.00853918,-0.130393,-0.0491736,-0.0598958,0.216437,-0.0915817,-0.121276,0.0900153,-0.0410934,-0.101981,-0.0500288,0.128373,-0.0997983,0.0160704,-0.00888342,0.0808091,0.0489075,-0.173797,0.000930313,-0.104411,0.141307,0.054397,0.0113279,-0.0549474,0.206019,-0.0437697,-0.0182098,0.149422,-0.174148,-0.0713361,-0.136081,-0.0497446,0.148157,0.142256,-0.0495429,0.0951063,-0.186744,-0.183436,-0.0483959,-0.0372439,0.0168637,0.317689,0.233973,-0.000743238,-0.0489014,-0.186288,0,
0.0768295,0.0761671,0.0649747,0.04717,0.172644,-0.051805,-0.0186294,-0.165515,-0.0175068,0.103989,-0.0465923,-0.0978786,-0.0877648,0.0939282,0.0117189,-0.156565,0.0737182,0.0343438,0.108842,0.00866197,0.211449,-0.141641,0.0198005,0.0403978,0.0594588,-0.135763,0.0252329,-0.0211918,-0.019693,0.052396,-0.153689,-0.142636,-0.00533493,0.0144942,-0.194065,-0.0956613,-0.00442437,-0.063737,-0.0879769,0.037088,-0.0322215,-0.100565,-0.0670984,0.0939629,-0.119236,0.0739168,0.0582235,0.0713569,0.256375,-0.0430079,0.0768677,0.0726221,-0.0650647,0.195173,0.257791,0.0227117,0.0908514,-0.0840693,0.185738,0.0292592,0.0659954,-0.160066,0.00499868,0.0728039,0.00343347,0.112997,-0.0310581,0.10148,0.128269,0.0795623,0.107378,0.0310111,-0.088289,0.137681,-0.107964,-0.0750441,0.0702672,-0.155766,0.0670773,0,
